Temperature,Humidity(%),WindSpeed,Rainfall(mm),AirPressure
23.45,57,6.8,0.02,1012.07
17.45,41,12.14,0.86,1012.26
32.71,46,12.7,7.47,1003.26
22.56,61,14.08,0.9,1016.82
28.69,35,8.53,4.31,1019.14
12.59,73,1.97,5.93,1002.7
33.41,99,9.42,11.49,1012.26
20.21,27,4.23,5.75,1023.94
34.41,59,4.88,0.37,1019.29
29.29,23,9.68,1.04,1008.1
15.0,56,0.18,2.09,1026.25
26.72,29,15.41,1.42,1010.06
36.6,51,12.8,5.52,1015.14
20.81,26,5.1,7.74,1011.36
36.61,61,10.89,2.55,1005.64
27.7,72,21.36,0.1,1015.85
34.38,36,5.42,9.29,1015.9
26.12,35,3.69,2.06,1017.75
24.13,54,7.27,16.49,1001.12
37.86,30,15.41,1.74,1023.26
30.05,29,5.24,1.42,1015.76
23.35,47,7.21,10.27,1019.24
27.97,36,12.44,5.21,1000.83
21.05,59,14.93,7.24,1022.57
25.76,35,7.23,0.31,1007.27
33.37,72,9.12,2.03,1007.23
23.87,66,9.25,2.45,1012.37
18.88,23,10.29,4.82,1012.3
18.23,58,4.53,3.88,1017.79
25.52,24,2.37,0.7,1002.12
19.35,47,13.49,2.26,1011.21
14.97,56,3.23,0.03,1008.72
16.61,93,15.2,5.67,1002.79
33.23,76,14.02,0.35,1004.98
24.0,81,15.45,0.62,1005.4
25.4,83,11.56,0.82,999.19
18.23,29,8.94,13.6,1011.83
20.93,74,12.23,13.49,1015.18
20.7,37,0.71,5.41,1008.12
23.06,84,6.34,2.91,1010.43
13.39,56,12.42,2.01,1006.5
32.63,67,3.83,2.49,988.13
24.89,70,5.91,0.52,1020.92
26.41,58,6.77,9.19,1018.98
31.4,37,16.81,5.46,1022.08
30.86,76,8.81,0.11,998.17
20.97,99,12.87,1.71,1020.31
29.23,98,6.07,35.33,1015.48
29.16,97,15.39,5.12,1005.78
27.21,51,14.32,6.54,1021.18
32.43,74,10.85,0.17,1017.38
30.6,35,7.29,0.95,1003.74
30.09,88,14.52,10.53,1000.72
34.56,99,10.43,4.22,1010.95
25.2,55,5.89,5.47,1011.04
25.4,22,7.25,4.04,1017.55
30.73,20,2.26,1.51,1017.79
23.75,50,8.62,1.04,1005.57
28.37,26,4.3,3.59,1012.09
21.08,40,14.23,8.12,1031.97
9.04,26,11.24,2.49,1013.65
29.19,58,1.21,6.69,1003.2
14.16,48,10.17,1.72,1003.69
20.11,37,10.94,2.09,1006.61
30.74,98,12.32,5.54,1002.54
30.82,42,6.63,1.34,998.7
33.23,38,6.45,5.18,1014.67
10.86,70,12.21,2.64,1011.15
27.07,66,16.05,3.56,1020.47
23.2,98,8.69,2.93,1005.27
31.92,83,7.51,2.25,1009.2
35.33,90,9.63,0.21,1015.46
15.84,37,5.87,0.62,1009.02
25.11,73,12.49,1.65,1009.88
30.83,80,15.15,11.57,997.8
22.63,70,6.73,1.93,1025.29
37.22,81,11.97,4.88,996.66
22.19,81,24.8,2.83,1015.28
22.9,35,19.65,9.49,1021.57
17.49,74,24.08,0.94,1024.67
26.08,62,12.48,14.14,1021.8
3.87,42,0.09,1.34,1027.49
23.27,37,6.02,0.79,1001.36
33.88,32,11.9,0.65,1015.02
15.22,86,2.59,4.78,1008.81
13.67,48,8.37,3.48,1003.53
32.81,94,17.58,3.98,1028.2
33.76,85,11.2,6.01,1031.87
15.51,65,15.17,0.61,1016.97
37.13,57,13.44,1.08,1010.52
28.03,24,14.33,5.58,1016.95
32.34,45,12.31,0.46,1005.02
19.46,96,4.46,4.0,1004.04
35.42,37,9.25,0.46,1034.11
23.12,78,11.44,2.84,1024.52
22.82,35,5.08,8.07,1010.01
28.38,33,15.17,3.85,1006.9
22.26,85,14.83,1.01,1018.4
14.36,62,0.7,2.54,1033.66
25.92,89,14.39,6.58,1023.72
22.77,88,1.81,8.05,1026.45
19.62,98,10.34,5.26,1004.08
33.68,52,9.72,5.95,1028.1
41.75,79,16.76,6.09,1002.07
18.57,54,15.93,5.25,1017.27
26.38,59,18.59,0.58,1013.67
22.21,45,12.32,4.62,998.77
41.02,41,12.09,5.61,1026.87
28.44,30,14.54,2.24,1004.92
31.49,30,18.7,10.75,985.05
33.27,69,5.7,0.8,1019.04
25.91,81,9.65,1.08,1005.51
23.7,64,14.65,6.26,999.69
35.63,67,11.13,1.84,989.72
30.45,70,12.44,2.51,1026.31
19.08,45,11.01,1.26,1002.18
19.93,32,21.99,21.52,997.44
22.27,42,12.79,9.09,1029.94
33.11,50,12.71,5.25,1004.07
35.31,95,6.07,2.22,1002.75
40.06,88,6.02,5.63,1016.43
20.04,73,10.43,16.32,1024.08
25.98,96,5.88,12.58,1011.3
22.2,44,9.41,0.36,1014.27
23.72,92,9.18,5.07,1009.41
31.51,79,7.4,1.1,1006.37
24.68,57,12.05,0.75,1000.76
34.21,23,3.71,6.99,1028.34
21.39,45,1.09,1.05,1011.0
30.19,99,3.93,4.38,1028.35
21.9,59,8.25,0.47,1003.47
12.14,83,10.2,4.16,1021.52
17.85,87,15.06,1.28,1039.64
25.87,27,8.04,0.04,1020.85
38.45,37,14.2,1.34,984.64
21.78,83,9.89,9.67,1006.26
23.82,62,12.02,4.19,1002.47
28.43,50,11.83,1.19,1010.55
20.8,58,13.78,20.1,1013.48
21.61,55,8.85,7.16,1023.31
25.5,87,8.08,5.74,1020.67
21.94,51,10.96,5.51,1015.96
12.52,77,12.77,5.1,1014.35
20.45,44,9.29,2.26,1007.26
29.3,61,10.0,0.78,999.44
29.52,67,4.23,0.56,1014.51
34.35,72,17.02,16.02,1007.59
33.79,43,5.89,8.68,1025.08
18.7,66,9.33,2.63,1018.78
19.78,76,14.88,1.18,1010.6
20.09,40,9.49,2.35,1007.65
23.94,99,10.79,2.77,1029.57
20.64,48,11.42,9.45,1008.08
23.78,94,22.94,9.38,1024.05
18.89,92,0.0,5.83,1034.07
30.49,100,19.26,1.41,1005.57
18.36,57,8.51,2.93,1036.54
18.02,91,16.52,4.28,1020.54
28.64,20,11.66,15.01,1012.26
30.06,23,7.62,0.29,1022.63
23.42,95,4.15,9.92,1010.75
31.08,53,5.84,2.24,1005.72
30.58,91,7.9,0.49,1036.38
38.29,67,11.24,0.92,1009.59
30.13,77,7.66,6.25,1019.02
36.95,28,7.47,2.76,999.84
25.43,71,9.78,1.43,1004.67
34.8,95,6.35,4.65,1006.61
34.95,41,16.44,1.74,1007.48
24.0,97,18.72,8.47,1008.11
20.18,91,2.08,1.98,1007.79
21.41,92,10.11,6.66,1014.1
27.91,58,8.17,3.87,1007.79
16.95,84,12.73,10.39,992.38
21.82,53,9.32,9.2,1005.05
33.38,45,3.98,1.79,1018.05
29.67,24,14.86,5.6,1034.76
8.53,29,13.8,7.3,1008.0
15.67,90,9.31,1.66,1004.23
40.11,76,5.55,4.16,1000.34
33.26,93,3.22,5.58,1008.19
20.92,29,15.29,0.64,1007.2
14.58,25,0.0,0.85,1003.86
16.25,75,10.86,1.19,1027.99
28.56,21,9.2,0.0,1002.5
38.84,33,19.27,5.49,1016.79
38.39,92,4.04,26.95,1010.58
13.97,37,22.57,0.18,1003.32
22.93,94,14.27,1.03,998.23
19.0,100,9.69,3.83,1011.86
25.96,46,7.72,4.29,1020.4
15.68,24,12.55,3.57,1019.36
21.18,73,11.66,7.82,1011.95
18.93,72,4.28,1.36,1017.82
28.67,20,6.75,13.2,1014.56
21.4,99,6.27,6.14,1005.05
22.4,58,6.33,1.48,1014.54
28.58,69,10.8,24.27,1013.56
36.5,38,11.83,4.59,1009.78
39.81,63,2.39,0.54,1013.25
28.19,52,4.06,1.08,1002.67
24.38,82,15.99,2.39,1011.27
34.21,49,11.26,4.9,1024.36
33.17,48,1.14,7.81,1017.71
31.17,27,10.41,1.69,1017.4
13.94,63,8.48,4.66,1013.92
33.46,54,5.26,3.28,1002.36
27.51,76,13.18,3.14,1004.4
18.74,33,3.89,2.27,1014.75
20.3,56,9.23,2.45,986.04
29.07,59,5.7,2.1,1027.09
7.42,74,7.76,4.73,1009.65
24.12,51,0.67,13.87,1002.01
20.41,29,13.91,2.91,1015.83
19.7,73,15.56,16.43,1013.99
21.8,27,11.76,7.3,991.13
14.64,42,15.36,6.33,1027.85
32.37,77,15.11,3.0,1011.76
10.1,89,11.95,4.52,1011.13
26.19,66,18.56,0.41,1013.42
19.07,40,21.93,8.91,1028.5
38.89,24,5.83,0.57,1023.92
25.16,56,6.99,0.03,1018.95
10.14,88,9.28,2.53,1022.99
28.83,89,13.54,2.85,1043.68
17.35,24,6.94,8.18,1011.15
31.89,72,9.44,0.16,1012.61
29.32,20,11.37,8.94,1007.22
35.31,68,8.15,9.22,1019.76
26.31,81,5.52,30.68,993.33
30.73,95,13.7,2.92,1029.52
25.3,67,6.95,2.09,1007.91
20.87,86,13.86,16.44,1001.71
32.46,68,0.0,0.27,1016.28
16.39,73,14.98,10.85,997.15
24.75,25,6.58,0.06,1024.56
21.02,74,9.01,1.47,1011.33
30.89,77,18.65,12.49,1012.29
18.37,20,13.98,0.19,1019.04
22.14,29,2.68,1.75,1035.81
25.31,93,12.64,11.85,1023.84
35.41,27,9.22,6.39,993.94
21.27,95,9.74,2.35,1005.94
22.19,71,1.88,1.06,1014.48
15.56,44,8.39,0.19,1027.21
18.12,53,12.01,0.93,1014.96
27.89,20,9.84,0.1,1025.94
25.22,87,5.49,14.11,1006.98
25.34,96,6.75,7.44,1016.49
37.19,42,13.08,0.25,1002.92
13.29,30,3.09,5.88,1015.58
41.22,38,4.64,0.72,1007.67
33.25,88,14.03,2.16,999.27
22.72,38,10.11,14.18,1007.9
27.74,22,18.4,5.61,1014.36
20.22,66,12.31,0.66,1021.4
27.23,73,6.74,14.05,1016.22
40.05,67,9.54,6.88,1015.84
20.48,25,11.61,6.16,1005.2
23.38,24,7.9,1.14,1006.49
19.7,80,6.22,2.18,1012.87
20.83,68,13.5,2.53,1008.39
22.18,70,0.0,3.47,1005.85
17.34,78,22.31,3.94,991.54
23.15,74,15.5,0.73,1008.96
25.38,93,15.68,2.4,1009.04
22.18,81,13.16,8.32,1003.44
8.91,58,5.67,1.7,1043.21
23.92,25,20.48,12.14,1036.31
24.67,41,16.66,1.39,1001.98
38.28,34,11.54,2.41,1047.31
25.19,26,1.43,1.09,1011.45
31.55,23,18.39,2.25,1020.46
22.02,84,2.82,8.01,1019.0
34.09,64,8.04,4.75,1017.88
18.39,39,6.35,1.26,1009.91
28.53,21,10.67,0.12,1005.0
30.88,22,0.0,1.74,999.15
29.86,75,11.67,0.49,1031.09
40.15,67,23.13,3.15,1025.97
20.91,99,0.94,1.39,1019.59
34.9,70,15.74,9.14,1016.29
33.09,31,8.14,1.52,1013.46
25.35,45,11.54,2.98,993.9
37.87,68,11.98,3.56,1014.18
23.97,54,7.84,8.59,1006.48
25.16,77,18.71,9.03,1020.5
24.96,41,4.49,0.42,1019.17
16.09,49,15.5,0.81,1013.11
30.33,100,11.11,4.14,1014.92
29.24,25,3.43,2.56,1035.44
24.27,80,10.2,8.11,1034.76
37.34,49,9.87,3.86,1028.12
21.94,31,9.99,7.13,1021.98
12.89,69,7.76,1.98,1009.69
38.32,42,11.64,11.15,1025.82
32.08,91,6.9,1.38,1026.14
29.38,58,5.47,2.53,1022.58
22.62,68,2.47,4.3,1008.39
27.39,27,5.22,3.8,1006.57
16.18,57,8.28,5.83,1027.49
23.42,53,3.78,6.63,1013.77
18.67,45,15.71,1.22,995.36
26.83,28,15.1,1.1,1013.8
31.46,86,10.51,0.47,1007.22
17.67,24,9.92,3.68,1017.43
30.07,35,9.79,29.02,1021.65
26.4,32,6.39,1.16,1002.19
29.79,53,12.88,6.61,1012.46
23.3,68,12.85,0.61,999.36
29.93,66,15.01,9.83,1007.46
20.13,63,16.76,12.93,1034.93
13.22,28,0.0,14.46,1023.68
14.82,52,10.21,4.15,1014.02
21.48,99,3.94,5.52,1009.54
13.71,93,1.75,2.65,1020.89
35.85,27,10.76,3.71,1034.18
24.42,28,21.07,6.06,1016.3
31.43,69,12.36,8.71,1020.95
30.51,23,10.42,14.69,995.92
25.04,46,16.49,4.38,1026.25
45.0,65,11.82,3.89,1010.95
45.0,79,11.71,4.18,1016.69
34.74,83,5.61,0.12,997.44
18.66,65,5.44,4.4,1002.85
35.03,58,12.17,4.17,1004.14
12.76,88,5.83,0.04,1020.14
34.78,73,5.02,1.12,1033.38
7.11,31,8.55,0.75,1000.6
22.77,96,17.0,2.95,1030.78
33.46,37,0.0,5.51,1015.33
27.7,29,5.64,2.58,1012.2
14.65,39,10.51,22.59,997.9
26.19,53,6.19,0.14,1002.33
27.7,23,11.53,13.19,1018.48
26.43,59,14.16,4.95,1020.76
22.15,66,3.2,1.17,1009.23
30.99,84,3.46,5.47,1016.96
33.01,100,7.63,0.3,1008.63
23.92,46,14.55,2.43,1004.45
35.64,70,11.96,0.86,1022.26
23.91,90,0.74,0.91,1008.85
21.57,78,3.0,7.18,1001.19
34.5,31,1.79,1.4,1016.75
34.24,79,1.23,2.66,1006.84
20.66,47,5.04,9.09,1008.36
19.64,34,1.95,1.18,1016.65
37.35,68,7.29,1.59,1016.29
24.28,22,15.18,0.74,1007.18
25.02,38,12.54,2.33,1006.64
23.23,44,5.05,15.76,1014.15
34.25,27,7.67,7.25,1014.17
40.01,27,13.25,0.25,1005.66
25.49,52,5.55,5.71,1007.61
41.92,89,7.13,3.44,1016.83
21.12,82,15.81,2.4,1007.73
23.02,55,10.37,2.12,981.04
29.71,93,2.1,3.28,1014.27
19.28,59,15.77,7.14,1016.29
29.62,87,11.32,1.53,1014.06
21.37,75,5.59,15.53,1016.8
14.19,48,13.43,7.16,1020.72
12.8,44,7.14,0.68,1036.12
22.73,39,16.06,1.49,1038.97
27.92,38,10.13,7.76,1012.12
15.47,31,8.22,12.67,1033.67
26.25,53,2.92,4.43,1019.66
26.27,84,7.4,0.13,1011.66
23.83,43,7.89,3.07,1023.43
18.52,27,10.56,2.35,1005.42
26.68,74,10.82,7.61,1006.62
24.0,78,3.27,1.58,1009.4
31.87,41,6.99,9.15,1018.12
15.95,39,16.02,0.47,986.55
25.8,39,12.85,8.8,1011.79
16.1,49,8.69,1.14,1005.77
23.34,54,11.3,0.35,1018.99
17.33,85,9.44,0.48,1010.57
18.58,70,2.92,4.48,1029.35
24.97,55,7.12,2.46,1011.92
21.04,67,19.94,2.2,995.39
35.27,96,0.26,7.54,1013.05
33.25,73,8.8,0.66,1019.56
30.63,75,10.75,2.0,1006.19
30.49,80,14.58,3.63,1013.72
25.91,55,8.61,10.88,987.67
34.13,78,18.55,7.91,1031.63
22.94,69,9.73,12.64,995.03
39.84,99,14.1,5.11,1012.23
18.4,31,14.62,2.74,1021.36
17.1,32,17.18,8.47,1015.4
15.24,36,9.28,2.27,1032.05
16.45,59,7.79,0.64,1018.04
13.59,36,22.33,4.17,1005.02
26.5,46,10.03,4.51,1009.93
30.98,81,3.92,4.79,1015.76
25.24,41,8.92,5.69,995.0
15.3,82,10.42,2.2,1012.76
21.71,31,14.76,2.25,1011.42
30.89,90,7.43,10.17,1027.33
22.61,77,20.49,2.51,1012.74
19.41,47,5.31,1.04,1008.69
14.4,96,17.38,6.45,1006.43
22.04,82,11.02,0.51,1004.13
20.08,47,6.23,3.79,1007.99
24.4,64,14.92,4.21,1029.27
28.33,63,5.36,5.31,997.77
23.02,29,19.74,0.81,1030.95
26.29,45,12.25,5.09,1019.53
28.3,91,21.15,0.34,1030.42
16.39,48,11.81,0.05,1020.52
38.2,69,0.0,9.01,992.65
19.81,48,6.93,11.81,1004.25
28.62,95,14.69,0.65,1020.18
17.05,45,0.0,9.53,1016.98
25.77,84,8.99,5.53,1028.46
26.03,37,6.55,4.74,1004.27
36.61,68,2.52,1.85,1024.62
23.37,23,0.0,2.35,1012.23
34.1,34,20.9,1.39,1008.15
27.03,67,6.2,3.96,993.22
37.96,52,18.64,1.6,1012.83
12.54,39,7.41,1.21,1016.66
28.38,77,10.32,4.49,1038.37
6.29,78,11.7,9.1,1007.66
24.59,96,12.05,4.67,1004.7
32.15,83,14.23,0.21,999.14
35.12,85,7.9,7.54,1009.11
30.17,75,8.01,3.17,1007.96
22.97,90,3.83,1.19,1024.55
28.82,86,11.79,14.23,1026.02
42.61,74,16.34,16.76,999.96
25.53,72,25.35,4.52,1007.41
31.73,70,11.98,6.36,1012.96
21.99,100,17.22,4.45,991.58
32.49,55,0.0,3.28,999.85
31.34,95,1.03,0.23,1008.81
20.73,39,14.12,8.16,1006.97
30.44,60,3.59,1.8,1014.14
30.77,52,24.83,3.03,1010.22
30.18,79,10.79,1.17,1039.96
24.71,82,6.03,5.24,1011.76
33.6,91,20.15,20.38,1003.05
18.46,21,15.63,0.61,1033.96
25.07,82,6.04,1.98,1027.06
25.78,92,5.07,5.49,998.39
33.2,52,14.68,3.13,1016.47
18.23,47,17.4,4.26,1013.39
26.69,23,13.03,16.11,1006.48
21.55,69,2.82,0.69,1012.33
25.77,39,13.06,1.33,1013.36
27.75,97,6.72,1.11,1024.06
16.05,61,4.92,13.12,1025.08
33.85,85,7.58,5.9,1020.52
27.99,76,16.34,20.32,1011.13
18.99,23,19.36,0.34,1017.93
22.61,36,0.0,4.37,1001.25
35.46,87,11.06,6.28,1024.83
27.91,70,2.85,7.0,1001.73
18.25,23,13.38,0.89,1026.66
19.52,29,6.0,1.36,1031.19
29.37,47,16.65,4.38,1008.51
30.21,93,11.66,5.76,1010.54
27.54,54,9.15,0.13,1013.74
22.96,89,9.93,8.59,1034.63
30.67,73,9.98,4.62,1023.76
22.82,33,3.72,2.49,1011.03
19.02,23,4.75,3.71,1017.65
36.11,54,14.09,2.62,998.89
28.42,58,14.11,1.7,1008.7
19.51,91,5.58,1.38,1009.43
25.94,100,17.12,2.83,1000.03
25.19,48,10.43,6.71,1033.32
22.55,69,10.62,1.99,998.9
26.63,30,12.44,2.85,1024.13
18.5,91,15.39,5.12,1014.82
31.12,56,6.84,2.52,1021.29
24.96,45,8.68,2.08,1015.54
13.73,73,8.23,7.65,1003.02
23.4,46,0.0,3.16,1015.42
20.69,98,10.79,0.72,1013.18
4.07,39,9.94,0.03,1000.26
23.91,93,18.33,11.58,1003.94
32.26,24,11.05,17.5,1017.57
24.25,46,15.88,4.45,1017.27
29.96,45,1.72,3.86,1018.23
25.06,34,16.53,5.7,1033.6
21.81,44,8.46,6.25,997.92
19.88,37,9.61,3.79,1014.06
16.02,42,0.0,1.33,1024.73
31.48,65,16.22,1.72,1008.83
30.12,50,9.88,0.05,1009.19
23.05,74,7.8,8.3,1015.91
10.83,84,11.45,11.8,1026.05
28.3,46,11.56,0.58,1002.12
18.67,34,14.48,6.84,1029.98
26.01,84,12.57,9.44,1028.25
14.21,33,13.61,4.95,1013.14
25.64,83,4.73,0.54,1025.49
24.08,65,9.68,6.52,1021.72
8.13,21,13.2,0.01,1015.39
36.33,55,9.23,12.13,1009.66
22.72,60,16.23,1.89,1008.63
23.19,39,7.48,6.2,1006.55
28.74,38,17.17,15.96,1032.16
24.65,67,9.92,22.14,1005.12
27.55,30,21.75,10.91,1004.39
16.99,81,9.93,0.83,1042.29
24.0,81,15.93,7.16,1000.62
11.63,84,2.86,2.63,1001.04
23.34,34,13.0,0.04,1006.09
35.12,21,7.19,1.75,1010.49
14.46,85,6.3,3.71,1007.94
22.54,89,11.18,3.15,1004.69
10.13,78,3.98,9.09,993.95
25.06,51,22.98,2.18,1012.01
28.26,28,10.55,1.58,1018.14
27.68,37,5.94,11.96,1009.57
20.79,88,9.07,3.01,1020.71
9.99,27,11.77,10.68,1023.01
16.31,66,11.83,0.92,1000.83
33.8,97,5.16,1.57,1015.82
31.15,78,5.15,14.51,1012.2
24.36,86,18.65,0.67,1015.64
26.14,44,11.71,5.83,1020.64
17.81,68,13.97,3.07,1020.07
34.03,66,4.5,1.99,1011.22
19.97,24,3.91,10.35,1017.49
28.06,48,10.98,10.7,996.03
15.7,42,6.74,1.33,1025.78
23.75,32,4.76,8.33,1004.95
33.74,94,12.72,12.59,1017.46
18.37,67,7.66,7.59,1024.9
30.25,100,1.32,6.14,1014.44
17.43,52,5.24,21.31,999.93
18.69,64,14.33,0.93,1020.06
24.94,88,5.06,2.27,1012.6
31.8,24,11.71,1.85,1020.19
22.91,80,9.89,1.5,1009.29
29.33,99,0.0,3.38,1020.97
33.01,26,15.89,0.12,1012.51
19.6,68,16.28,0.27,1007.29
14.32,20,2.46,0.08,1019.38
22.51,45,11.05,6.06,1025.6
33.91,33,3.39,2.13,1030.28
19.31,60,11.64,8.06,1031.16
32.1,59,12.32,3.61,1012.05
23.16,88,14.57,0.8,997.57
37.29,66,3.54,22.05,1029.16
40.72,56,3.59,6.78,1011.95
32.22,40,10.51,2.19,1009.6
13.47,53,8.86,4.21,1022.92
8.18,75,6.77,4.16,1011.04
25.43,25,15.69,3.03,1012.34
31.35,52,7.37,4.9,1014.97
28.51,32,8.05,2.31,1014.32
19.93,62,19.75,6.08,1032.24
14.6,53,12.27,3.73,1022.37
31.51,40,4.02,2.7,1014.96
38.01,78,2.42,2.73,1007.39
20.31,87,14.62,3.24,1003.1
30.78,75,9.14,6.11,1015.43
43.22,72,11.08,1.51,1005.58
23.67,26,17.15,0.94,1004.43
23.81,87,8.85,0.85,1013.76
28.92,92,8.34,7.18,1028.91
23.01,74,9.07,3.66,1008.81
34.37,72,2.31,16.63,1004.06
22.17,90,14.49,1.59,998.74
24.78,82,6.73,0.3,1013.24
14.9,51,2.38,0.69,1014.05
23.35,97,14.52,12.88,1008.86
17.95,45,10.52,0.8,1014.75
27.42,71,15.91,11.04,1020.47
13.35,64,2.98,0.59,1030.28
31.86,21,16.07,1.47,1015.96
18.9,53,14.25,6.4,1005.57
37.49,53,8.09,1.2,1019.38
34.6,43,10.08,1.81,1005.58
28.75,44,10.26,2.49,1008.71
14.23,58,14.66,0.66,1012.87
20.6,52,11.92,7.53,1025.2
18.73,46,6.63,3.29,1027.25
19.6,46,11.19,6.86,1008.84
36.04,78,11.38,3.89,998.27
23.93,60,3.17,3.89,1014.88
20.39,29,10.19,6.06,1006.8
19.76,74,16.2,6.52,1009.47
21.28,83,13.52,12.24,1025.33
28.73,68,20.07,3.21,1001.25
13.61,56,10.45,5.96,1017.95
25.69,88,7.36,0.56,1035.47
27.96,99,6.91,5.86,989.15
12.85,77,4.74,2.48,1007.68
15.08,56,8.35,2.76,1010.02
24.67,51,8.83,25.98,992.36
35.09,47,15.44,8.11,1006.53
33.42,53,0.0,8.52,1027.42
20.74,81,3.19,7.85,1001.84
34.87,87,13.96,3.77,1020.93
22.76,38,14.51,0.19,1009.44
22.7,67,10.44,4.88,1018.98
25.66,69,11.78,6.02,1022.62
30.88,69,12.82,8.88,1024.04
20.74,41,11.8,7.71,1017.05
22.21,42,6.66,0.49,1021.57
16.26,79,17.88,3.02,1028.34
27.46,80,8.67,10.61,1013.18
31.53,86,16.79,0.62,985.69
31.96,24,10.15,3.63,1005.29
15.43,49,12.18,10.81,1027.65
22.32,28,14.92,8.31,1020.33
33.72,97,8.49,1.91,1016.43
26.63,84,10.84,13.92,991.15
25.24,30,8.44,0.08,988.59
25.07,82,5.63,1.52,1025.64
28.79,34,5.39,2.05,1025.23
27.0,77,5.57,3.31,1027.95
20.97,53,19.0,2.73,1029.45
31.17,46,8.0,4.57,1037.2
16.58,54,8.1,7.15,1008.52
34.25,39,13.69,5.12,1015.89
18.73,27,10.89,4.82,1004.01
28.84,65,14.72,0.82,1010.53
23.85,59,11.12,10.5,1014.05
21.67,27,7.33,2.69,1000.85
34.5,96,19.47,5.87,1033.02
30.2,75,9.36,7.47,1016.89
24.59,41,6.09,5.54,999.49
37.22,59,19.01,1.83,1006.99
31.86,26,3.89,5.65,1024.37
19.36,71,6.05,8.5,1013.83
9.18,33,9.41,0.31,1013.93
25.75,72,15.66,1.96,1022.31
34.68,37,12.65,0.53,1028.5
29.27,34,4.19,1.59,1003.85
36.02,46,9.98,4.36,1015.32
20.81,70,7.37,2.27,1019.61
24.18,84,19.6,7.87,1025.88
24.35,98,17.84,0.53,1018.65
26.69,78,5.34,2.68,1007.48
30.37,77,10.02,6.46,1002.1
36.43,41,11.46,4.09,1002.29
37.9,93,11.23,6.5,1009.53
36.67,45,11.85,0.5,1020.63
29.68,80,12.48,1.51,1009.55
22.6,98,8.21,0.68,1014.15
26.58,64,7.36,3.75,1007.03
29.59,80,11.55,1.08,1008.43
25.95,98,8.34,0.49,1007.76
18.6,97,11.65,3.79,1021.37
21.76,93,22.49,10.6,999.45
31.08,64,13.08,21.64,1001.74
23.27,45,16.85,10.94,1018.13
25.17,100,18.83,4.43,1024.37
24.45,35,7.59,0.32,1016.45
18.75,100,14.53,0.1,1009.37
23.8,30,19.65,0.95,1015.35
21.8,67,11.71,0.54,1015.97
20.16,31,11.84,0.35,1004.14
17.59,75,15.32,1.7,1006.0
24.3,97,3.04,1.79,1012.73
29.33,99,6.42,4.92,999.01
32.84,74,11.53,1.02,1003.37
15.24,99,14.65,1.61,1006.11
36.24,30,9.75,4.21,1010.59
27.05,22,9.72,3.14,1009.2
17.11,67,19.71,4.57,1007.81
22.17,51,0.88,1.82,1008.53
11.86,36,13.2,1.51,1012.78
13.65,61,13.92,1.95,1024.42
37.05,31,4.97,3.24,1021.88
20.1,54,12.7,6.23,1007.93
28.76,49,11.99,2.17,1015.28
24.22,21,15.05,7.42,1013.87
25.12,28,9.81,12.11,1003.53
27.58,60,0.0,2.42,1015.53
10.41,54,12.79,0.29,1014.96
34.23,49,6.97,3.9,1005.84
24.31,47,14.22,1.0,1006.63
21.47,23,10.83,3.71,1039.04
28.28,64,16.29,0.54,1036.91
19.95,68,8.21,2.72,1014.53
26.46,73,5.9,3.21,1016.29
23.84,83,8.85,1.23,1029.75
29.98,38,0.0,2.95,1023.56
23.5,55,5.03,10.61,1009.4
17.79,38,6.98,10.08,997.03
27.54,41,0.0,17.45,1010.82
23.11,56,10.16,3.95,1003.57
12.25,65,9.67,4.06,994.22
26.38,51,7.96,2.18,1003.21
21.24,66,6.38,9.41,1022.0
27.42,42,0.0,0.37,1015.77
19.01,72,10.47,3.64,1004.52
16.56,49,3.33,14.14,1016.77
33.26,33,15.38,6.07,997.88
30.9,42,12.21,2.21,1008.29
24.95,84,16.96,3.57,1031.14
28.06,54,12.32,1.14,996.64
30.67,66,1.88,8.6,1010.87
24.93,51,12.67,4.24,1028.37
16.54,55,7.09,0.2,1007.01
27.1,32,7.91,0.4,1031.11
32.02,71,14.98,4.65,1000.93
29.15,68,5.55,8.97,1011.81
25.42,48,7.98,4.07,1028.91
28.96,35,2.01,4.48,1018.57
23.44,39,14.63,2.2,1010.09
32.31,59,2.87,5.85,1010.13
34.43,59,16.53,12.86,1001.83
15.93,56,9.88,1.85,1021.04
32.81,46,6.39,8.99,985.18
40.66,94,13.88,6.6,1008.35
28.68,39,7.99,9.21,993.51
31.89,26,23.18,4.96,983.51
20.47,26,14.16,6.51,1011.88
21.47,35,18.46,1.42,999.15
23.53,46,13.89,8.33,1010.08
22.18,94,11.83,1.91,1008.71
15.82,22,2.22,2.29,1029.31
23.79,89,9.21,1.84,1017.12
30.85,40,16.92,5.34,992.62
15.91,77,22.87,5.21,1019.13
26.25,52,9.3,4.17,1005.14
26.04,49,11.42,2.56,1022.66
22.89,100,3.92,13.41,1003.32
28.48,39,8.03,4.05,1016.86
27.82,38,8.08,1.81,1013.2
22.39,97,1.27,4.75,1002.78
32.43,74,14.76,13.7,1032.79
28.92,21,14.11,29.35,1020.26
36.01,90,11.16,19.58,996.08
24.53,65,13.59,1.0,1005.16
22.75,94,10.41,6.81,1007.2
23.54,84,17.2,1.06,1009.21
33.25,26,5.38,0.92,1011.4
23.96,52,6.39,7.98,1010.68
