temperature_C,ice_cream_sales_$
23.49,414.89
32.08,580.75
30.04,608.62
24.24,476.47
17.8,311.42
23.57,426.75
16.1,315.46
29.52,574.15
23.08,387.47
24.5,500.15
29.38,596.84
29.53,672.61
29.71,609.64
27.29,575.44
27.2,572.19
35.53,763.25
26.69,480.01
28.4,564.69
39.71,782.26
19.53,416.15
33.16,638.32
26.83,624.73
35.76,737.66
25.1,539.71
22.57,413.44
20.19,396.26
36.81,713.2
32.96,644.81
16.92,387.34
32.84,668.5
15.88,251.94
19.54,297.86
29.82,669.68
26.59,458.32
36.01,690.16
30.2,670.89
39.12,754.26
36.38,704.95
23.51,457.88
35.85,708.07
36.75,706.04
39.24,757.75
15.31,363.27
36.87,752.01
16.75,287.68
28.2,661.64
25.37,579.92
38.0,789.55
25.13,502.62
29.9,577.67
32.3,691.44
15.48,430.17
29.77,708.07
27.95,518.82
29.85,662.0
16.89,300.18
16.39,399.0
19.44,376.23
36.74,756.36
23.91,434.95
25.85,437.02
24.75,512.35
32.86,651.19
21.49,350.12
16.71,363.61
24.45,450.31
33.2,558.01
37.87,716.93
16.27,413.47
35.26,742.02
16.65,357.96
23.27,504.24
15.56,274.43
37.79,671.99
32.67,629.03
24.23,504.83
24.44,493.55
31.0,604.88
17.24,358.95
18.63,409.42
36.18,694.16
20.06,426.87
33.17,734.78
20.65,481.68
17.2,300.9
37.5,806.41
37.54,722.43
30.13,621.03
26.55,594.74
28.82,457.9
25.2,433.7
33.93,648.93
33.86,643.59
35.47,650.06
28.07,558.07
35.03,672.62
18.89,388.95
15.75,286.29
31.2,721.39
17.64,336.85
28.77,598.76
33.03,737.7
25.18,447.63
16.1,309.5
37.18,682.61
16.08,251.11
37.62,669.64
16.32,266.45
33.38,739.79
38.12,709.69
37.67,771.81
37.33,795.85
37.08,725.31
27.76,630.4
28.94,566.44
30.49,625.9
37.4,758.44
35.95,630.94
34.57,736.7
31.89,675.63
30.46,542.42
38.06,729.39
19.82,460.85
19.82,373.18
39.56,875.15
28.83,657.2
27.08,502.37
36.26,722.84
36.24,651.81
19.41,352.75
19.34,298.1
34.88,622.9
34.64,683.41
20.63,424.12
36.04,720.58
27.0,479.43
26.75,608.05
39.64,808.63
27.98,530.7
18.43,342.34
22.0,455.15
23.34,579.88
38.96,830.85
21.6,428.11
25.76,518.9
33.74,742.84
21.85,491.38
32.54,669.98
20.19,344.52
21.06,426.14
39.66,844.08
24.22,513.52
33.24,663.79
36.0,711.9
23.67,515.92
23.93,472.65
34.33,623.57
30.18,544.74
24.04,420.17
33.74,648.83
36.59,826.48
20.88,415.15
15.61,352.34
21.85,413.64
31.86,577.58
37.88,810.65
36.58,649.68
20.55,381.97
37.03,679.14
35.27,643.0
33.36,731.15
32.21,618.23
35.18,725.06
36.54,757.55
35.48,723.69
18.05,339.55
33.05,560.06
36.03,648.24
19.64,367.07
20.34,421.46
34.65,612.83
23.6,348.46
24.99,552.8
24.43,493.25
20.32,409.8
38.47,781.73
35.15,697.64
21.26,480.7
17.65,319.57
24.32,466.67
25.38,564.55
15.18,222.43
37.18,768.98
36.28,809.52
36.25,715.65
35.15,638.81
33.33,601.17
30.86,646.55
39.01,744.3
32.79,713.47
30.76,585.61
34.72,682.57
21.16,365.99
39.18,817.28
15.48,311.17
31.21,675.15
16.93,260.07
36.33,678.06
39.19,778.75
25.22,495.66
36.43,777.38
23.39,444.66
18.99,389.54
21.92,425.68
22.55,468.39
30.77,583.26
34.9,691.64
20.13,478.14
17.21,386.69
20.54,464.29
22.41,392.14
22.0,483.45
20.5,490.43
26.65,482.75
36.4,717.46
17.51,320.19
36.55,737.96
27.43,561.9
31.51,618.31
35.38,705.51
22.61,447.45
38.86,887.28
17.09,319.1
28.19,707.34
21.37,451.6
25.2,509.87
26.22,609.25
37.86,794.05
26.04,548.65
32.45,598.21
38.79,751.46
27.36,502.48
25.21,427.01
39.32,791.74
35.69,773.99
38.49,761.95
24.93,487.82
32.41,622.06
21.24,341.39
36.65,730.86
38.33,754.54
21.7,506.5
17.62,274.45
20.02,303.89
30.82,577.68
21.8,442.27
30.97,716.42
23.75,460.83
37.92,702.53
26.31,530.14
27.44,582.36
23.7,419.78
16.83,297.28
27.34,594.62
34.36,654.51
38.83,712.62
16.91,354.8
34.93,681.51
21.68,417.52
35.57,742.5
23.55,502.67
17.86,312.33
30.3,544.62
37.35,766.73
19.54,406.52
15.55,270.55
37.1,698.48
32.45,708.08
35.22,678.13
16.5,305.28
37.26,807.26
25.48,465.3
37.44,699.97
16.62,362.92
37.12,829.37
31.83,719.16
28.86,576.01
16.54,390.39
32.21,597.52
29.94,554.2
33.16,670.94
32.92,670.51
26.09,540.09
20.12,393.81
37.97,774.03
38.14,740.08
20.3,374.09
30.77,622.9
20.07,402.75
36.53,711.7
17.46,381.08
39.75,870.88
30.27,645.93
15.57,330.15
37.05,693.83
32.11,630.75
32.43,695.65
21.88,424.29
23.42,466.43
37.86,777.0
30.87,678.14
15.42,280.51
23.19,511.27
29.96,626.47
18.7,344.6
17.46,231.94
16.48,255.01
30.76,624.43
23.01,485.12
24.34,581.02
16.5,355.96
33.45,648.99
34.17,574.19
35.74,746.82
31.29,590.66
34.33,714.0
29.43,520.81
27.29,580.02
21.5,518.12
16.33,361.41
22.3,433.01
32.09,637.8
38.17,837.59
21.41,453.31
31.75,669.21
26.96,487.98
30.69,537.67
15.04,325.97
18.07,297.67
20.43,337.83
37.34,669.76
16.01,412.1
29.24,548.24
38.22,732.44
31.3,663.88
27.11,521.3
24.65,424.95
30.6,727.81
27.01,586.15
32.64,684.6
30.44,571.7
29.19,606.39
38.92,733.11
35.89,691.32
30.22,617.18
28.47,529.72
33.1,727.62
35.1,732.63
22.38,470.84
31.67,567.93
18.38,400.65
25.76,490.33
38.46,789.75
23.16,439.61
18.86,330.74
18.65,423.39
24.84,453.65
20.63,393.59
25.67,411.94
32.97,728.96
37.2,742.66
17.75,402.94
34.21,680.54
17.59,258.26
24.49,549.34
39.91,805.07
16.72,293.83
15.57,414.36
23.34,436.45
38.78,733.88
15.5,190.77
20.57,424.81
30.08,607.07
20.84,410.76
16.35,427.11
16.31,298.28
28.98,625.4
29.05,515.41
32.66,696.32
18.29,288.56
27.5,550.48
30.02,611.77
20.56,351.04
28.68,563.78
32.71,615.08
39.77,808.31
29.91,622.13
36.53,751.77
35.84,678.88
38.51,801.61
33.08,628.76
20.33,386.62
22.45,561.79
34.62,680.43
28.02,480.57
21.28,507.27
31.42,623.75
37.66,681.26
23.94,350.42
29.91,548.14
29.54,614.69
18.17,392.95
17.26,288.87
37.24,803.31
38.34,773.73
37.61,736.19
24.92,453.17
22.19,452.13
38.55,709.67
37.07,750.0
35.5,685.0
23.35,573.09
30.97,574.84
33.76,663.27
29.4,585.57
30.05,675.68
33.92,658.0
34.17,582.19
21.0,451.94
24.77,384.57
34.53,763.74
21.54,463.65
37.89,696.11
35.97,725.51
37.39,777.53
22.43,395.7
17.63,427.28
17.51,429.0
28.9,541.72
22.64,472.25
21.59,460.66
20.56,311.61
29.05,531.98
28.7,580.11
25.56,475.25
18.46,406.47
38.22,722.54
25.7,484.93
18.09,377.34
15.93,351.61
18.81,285.86
22.43,447.16
30.75,671.49
39.27,824.99
21.8,449.88
34.75,711.43
37.78,725.9
24.79,495.14
21.33,434.76
27.28,618.58
37.42,778.18
15.27,329.03
27.17,502.72
33.94,682.03
30.03,569.32
27.43,531.04
28.84,605.91
30.48,639.1
32.05,622.86
23.9,466.84
27.93,538.27
21.84,432.03
39.6,795.52
19.68,378.51
18.77,378.81
21.72,501.27
38.0,731.61
31.47,658.22
26.4,573.39
38.13,796.01
37.5,708.1
25.04,539.34
29.09,603.52
37.63,812.21
22.98,496.09
25.19,498.96
34.83,748.16
32.47,586.25
16.22,298.32
17.93,374.65
36.16,638.61
15.74,329.79
38.0,741.49
21.79,413.23
29.96,544.77
29.11,588.99
24.91,491.47
15.79,288.42
19.81,451.92
30.37,654.49
26.16,514.54
25.35,543.13
17.44,287.14
23.68,449.09
28.16,436.31
16.94,348.87
16.67,292.11
27.29,538.49
29.03,638.51
21.44,389.25
23.14,521.5
34.92,653.47
36.73,745.5
23.13,458.19
23.89,520.03
35.76,712.87
39.35,735.24
23.01,543.51
34.72,789.33
26.99,479.19
21.59,468.58
32.04,633.64
26.56,494.9
21.7,369.37
17.68,398.65
36.67,774.14
36.97,773.43
16.87,372.67
31.58,559.53
19.06,379.18
31.16,595.79
37.69,795.0
21.51,390.7
23.7,576.4
34.88,714.06
33.38,736.54
25.22,438.53
36.21,699.9
38.01,654.96
26.32,493.15
15.99,374.12
27.74,570.76
33.49,748.04
20.5,469.1
17.49,420.23
22.13,411.53
15.29,229.06
32.89,615.25
18.65,286.65
33.09,614.12
20.86,321.79
39.8,773.55
28.29,605.35
16.03,442.87
34.32,691.36
25.25,553.15
30.18,700.03
38.78,824.28
27.93,578.87
35.11,661.52
22.57,439.59
32.86,717.12
17.48,364.28
37.33,719.59
19.99,330.62
22.55,447.49
38.96,738.87
18.88,434.04
21.36,362.77
29.5,668.41
39.52,748.6
32.29,672.54
17.85,324.88
33.7,653.66
25.66,393.08
39.81,830.63
30.72,575.22
28.3,595.36
28.93,563.17
31.04,605.36
33.3,542.02
16.96,454.66
18.27,323.13
22.51,524.0
26.95,632.96
22.78,428.94
20.35,366.66
38.13,765.68
15.82,316.63
38.47,692.63
37.68,696.7
32.09,696.67
15.81,294.82
20.63,447.79
39.48,802.99
37.65,769.02
39.11,757.37
39.9,856.92
16.6,319.69
29.27,560.26
35.85,698.99
22.99,415.3
25.89,560.42
22.09,363.13
15.95,316.11
16.82,361.67
15.54,413.77
28.18,654.72
30.46,628.64
22.69,447.73
35.65,666.64
37.2,680.81
18.49,327.06
16.3,358.73
22.98,432.53
32.82,721.87
27.69,554.24
27.2,516.6
18.81,284.68
23.79,421.12
38.97,701.16
23.51,422.02
29.79,615.52
16.46,327.19
16.6,302.13
25.61,572.61
30.1,584.42
24.31,534.59
19.48,451.03
33.4,621.3
18.5,333.66
31.7,735.89
38.92,828.59
26.76,515.72
20.01,450.29
36.05,659.18
27.64,491.46
38.08,705.79
33.01,682.7
25.77,576.45
30.43,593.58
19.25,456.27
24.68,482.48
29.85,549.13
29.75,627.42
29.68,477.96
33.59,740.92
17.64,331.25
16.84,364.95
18.7,419.3
34.81,613.42
16.62,396.14
20.63,404.63
21.37,471.29
31.18,686.25
25.04,477.7
19.97,437.28
26.24,615.66
32.14,600.35
34.65,749.71
18.1,417.42
32.87,709.6
15.11,256.28
33.11,679.81
31.53,858.61
26.72,585.92
18.42,318.44
34.11,705.15
16.79,237.23
37.39,786.68
34.34,762.86
33.52,690.28
33.86,595.37
16.69,312.82
39.75,788.75
36.46,758.35
27.7,509.41
32.99,579.88
33.48,668.33
35.74,710.52
21.38,396.36
24.3,434.18
34.99,624.84
34.22,655.5
28.07,609.89
24.91,617.7
39.21,851.91
25.38,540.96
34.1,647.06
25.32,521.54
22.75,504.35
31.02,633.15
35.19,755.5
39.53,823.32
18.72,510.95
36.9,797.86
28.1,457.35
17.69,289.79
34.86,692.68
23.29,550.67
36.71,699.44
18.95,360.75
32.78,614.36
22.52,442.4
21.43,493.55
16.26,210.1
27.05,525.46
24.79,434.04
16.54,379.02
20.67,431.04
27.18,512.02
35.21,784.83
38.24,763.64
27.88,597.35
25.08,571.84
38.87,767.47
39.07,762.08
19.76,376.27
28.29,562.86
35.52,708.38
35.56,806.54
32.12,692.83
26.79,488.81
25.09,598.31
35.16,740.1
20.64,371.76
25.71,518.22
29.17,587.6
35.79,733.09
24.35,453.0
28.72,604.22
21.98,519.99
35.92,767.12
34.64,595.98
35.5,677.9
16.44,336.29
27.17,546.38
18.4,440.88
31.84,709.64
22.78,403.21
34.36,656.42
16.63,374.55
27.83,643.31
18.09,401.7
28.95,601.15
30.18,596.42
26.55,604.12
21.99,366.55
15.81,236.49
31.55,721.6
36.76,730.01
33.34,640.7
37.33,812.53
38.24,783.22
26.24,520.98
32.45,629.52
24.93,524.7
37.99,795.17
29.07,577.86
33.81,695.36
15.36,297.75
29.39,513.33
33.55,595.21
21.43,457.31
15.36,294.77
33.59,706.61
23.45,406.37
25.72,575.88
29.05,571.32
17.76,365.51
17.59,413.27
39.02,760.73
23.47,502.97
21.39,452.05
16.19,329.8
19.35,433.5
25.77,499.63
23.55,518.26
25.61,624.75
32.6,701.86
31.04,628.25
27.33,502.41
35.37,785.01
36.43,747.4
29.77,586.97
17.94,409.86
25.15,530.5
30.86,627.45
16.57,322.37
15.5,333.96
38.71,797.21
33.25,578.71
18.83,370.95
26.13,582.76
19.84,378.32
15.26,370.46
24.79,500.52
31.21,675.65
38.85,792.74
34.25,708.37
20.75,379.3
23.41,421.5
28.01,506.14
19.78,355.63
35.82,704.37
19.2,368.25
22.25,441.31
29.44,668.76
18.08,392.7
30.62,566.66
38.61,744.4
32.29,608.06
35.32,706.74
25.96,481.71
24.13,386.79
23.22,514.83
31.51,615.51
27.96,478.07
26.81,505.85
17.52,255.67
31.83,580.86
33.13,593.0
19.9,389.0
33.99,793.82
36.98,634.8
19.37,303.57
26.3,472.13
36.9,789.29
27.18,604.25
35.38,734.18
20.39,314.75
16.6,329.88
16.49,273.25
39.31,716.87
19.12,382.04
36.62,715.09
22.89,442.89
16.0,340.26
21.02,451.76
27.64,576.52
17.67,332.2
38.05,706.53
37.5,684.54
18.73,380.28
33.43,657.48
26.52,517.13
39.55,715.72
16.39,348.13
26.78,509.59
22.14,478.68
33.16,662.29
17.78,375.3
30.7,510.63
38.7,835.06
26.35,542.22
26.36,468.07
27.39,558.93
25.39,448.35
26.19,542.56
26.58,517.24
39.95,742.66
17.91,371.26
22.13,371.04
20.27,450.37
28.6,623.1
15.07,308.23
38.03,753.82
28.28,536.0
37.4,727.92
23.62,447.22
18.75,370.68
19.81,411.36
26.77,476.73
16.01,318.85
34.55,678.99
34.77,659.27
32.55,693.55
37.41,792.74
28.74,588.74
26.98,563.05
28.23,616.41
19.55,326.9
27.81,491.13
28.54,553.18
34.11,701.05
23.7,452.04
17.31,381.57
29.94,629.54
34.7,740.0
39.24,751.05
17.26,336.9
33.66,622.44
29.9,580.6
15.38,249.65
32.96,636.29
15.66,333.98
34.63,738.67
33.03,656.07
32.2,545.0
18.0,366.33
37.98,774.21
37.47,751.3
37.51,774.45
24.01,477.35
27.3,531.45
17.87,388.62
16.28,339.69
16.47,342.86
29.22,635.96
23.04,491.46
29.49,653.12
29.82,603.21
37.68,854.08
37.06,778.32
32.96,636.57
35.46,623.29
15.08,307.85
15.39,378.72
26.46,549.33
31.34,667.18
34.85,613.24
26.18,559.93
38.5,854.16
35.37,713.1
17.57,379.38
26.0,604.43
39.87,834.65
25.25,483.11
24.66,440.3
22.35,385.5
27.16,591.31
33.25,781.23
16.19,386.79
35.89,703.46
37.94,863.1
34.53,639.92
37.89,783.98
17.37,316.14
26.25,410.07
16.78,397.66
35.92,758.99
38.81,716.71
22.44,480.46
28.38,559.09
22.44,444.42
24.47,478.29
26.91,625.96
34.77,726.36
18.67,388.06
18.93,354.4
20.05,416.27
16.33,342.25
31.09,646.16
19.75,522.72
25.94,535.09
32.14,616.31
26.22,534.55
37.65,739.53
34.23,689.37
21.83,368.29
18.26,338.79
37.36,683.22
24.92,462.34
24.56,474.05
35.25,612.66
15.23,340.88
26.28,451.87
32.86,625.18
36.22,690.05
37.13,681.39
26.64,591.14
36.19,761.1
15.89,343.88
22.64,466.29
15.26,318.73
19.14,383.98
33.12,729.29
15.11,316.45
28.08,597.9
25.35,426.42
18.07,296.46
32.14,671.57
32.33,668.25
33.16,692.51
34.13,658.37
22.87,520.38
39.85,851.7
16.82,325.14
31.19,571.11
39.27,782.4
20.61,470.33
21.95,434.08
29.4,635.36
34.53,707.61
23.22,527.59
35.92,632.38
21.03,426.36
36.86,813.93
21.32,354.89
30.44,692.92
23.94,482.71
23.05,422.56
23.85,439.66
27.48,528.44
36.13,721.5
33.98,724.85
26.23,552.07
22.05,386.29
36.36,712.23
36.75,724.04
26.34,561.36
32.4,657.54
24.23,538.12
18.73,428.17
23.04,497.31
32.05,518.49
34.24,640.18
36.29,680.62
15.44,338.85
27.16,579.54
21.85,501.52
32.1,696.97
21.13,432.98
29.16,559.64
32.8,707.35
34.25,623.94
21.74,387.29
17.2,256.6
20.47,433.05
29.98,519.37
16.01,263.42
18.97,391.4
39.89,788.94
24.56,463.92
27.41,413.51
15.28,370.23
29.8,650.23
23.13,465.91
28.25,602.44
28.15,651.75
39.19,764.16
21.71,343.97
29.26,629.28
24.54,416.57
25.55,515.79
16.39,325.78
32.21,750.25
19.88,450.94
26.71,603.99
25.86,591.92
26.7,532.97
24.39,456.28
21.06,492.13
26.22,599.31
16.16,344.71
21.06,419.24
34.62,755.81
36.07,694.11
32.88,689.39
30.81,603.34
35.28,723.91
18.2,395.28
28.13,430.25
17.91,410.95
34.45,638.21
28.01,612.12
35.25,726.19
34.98,698.04
26.66,541.89
27.42,536.78
15.71,385.07
28.09,537.37
31.94,604.04
20.84,461.35
39.66,686.81
39.37,784.62
22.07,450.44
32.82,626.97
15.75,245.78
31.64,589.78
30.6,641.32
35.55,636.47
22.61,382.42
36.95,690.64
36.45,745.81
31.74,576.9
26.81,547.74
30.46,655.79
33.25,683.27
39.38,752.62
18.04,450.11
22.83,570.73
34.52,660.07
25.23,395.23
31.81,653.86
18.33,414.28
32.73,529.25
31.85,659.71
29.65,532.71
34.13,731.53
37.0,669.49
35.73,736.3
18.19,379.02
33.61,664.45
26.24,368.94
23.35,434.73
36.99,698.17
28.99,504.7
27.53,524.98
34.61,699.47
28.83,615.9
36.45,803.42
17.57,402.74
34.4,746.23
19.1,388.28
20.63,463.04
19.49,277.43
20.96,493.53
33.3,743.56
31.38,644.6
20.74,380.93
21.75,488.72
17.48,448.14
25.36,649.0
24.46,495.03
18.65,366.81
35.87,670.19
36.31,757.56
17.73,355.27
21.66,466.07
33.4,646.99
36.75,755.28
16.79,375.12
37.56,755.51
16.54,335.95
30.84,685.92
15.55,301.98
38.21,814.19
23.84,506.09
31.22,705.78
19.62,439.76
23.03,506.15
33.68,742.38
39.32,736.04
39.8,833.33
35.24,785.24
36.18,657.73
39.24,811.23
16.01,407.3
19.25,344.28
16.32,379.89
27.53,558.77
38.96,745.1
29.56,638.03
28.89,601.88
35.67,767.6
38.22,756.82
32.46,638.41
37.38,608.01
19.38,396.83
27.59,606.16
24.12,430.88
23.31,427.54
20.36,433.3
37.35,782.82
26.26,567.68
28.26,564.96
21.91,408.38
39.07,737.55
30.28,564.49
15.02,256.1
21.7,387.39
39.98,797.34
39.37,752.31
28.62,604.24
29.1,519.57
37.54,778.5
32.71,639.27
38.31,787.31
26.98,550.14
39.4,814.75
28.49,546.76
31.12,614.14
17.06,387.19
30.29,588.26
34.19,614.03
25.98,530.31
27.56,538.66
24.83,472.74
39.23,806.95
26.92,561.85
18.16,422.75
15.72,356.65
34.31,724.45
28.69,557.19
15.07,250.5
24.56,461.73
37.85,688.22
38.69,772.4
16.34,238.31
18.09,425.08
15.12,325.86
36.72,757.71
16.77,444.5
17.7,335.45
20.69,346.29
37.93,798.17
32.21,631.83
30.42,543.39
34.62,768.28
32.33,699.95
33.65,741.83
16.84,312.27
29.74,571.85
33.83,730.38
29.14,554.86
15.29,291.39
20.28,431.85
39.07,864.76
32.62,533.68
32.21,626.46
31.51,581.01
18.2,410.74
15.1,237.28
26.02,543.69
26.11,419.0
35.3,745.7
19.54,435.21
21.88,441.27
16.96,252.44
25.0,508.24
21.4,436.31
21.57,436.02
21.35,458.63
20.79,333.67
22.99,507.24
28.42,625.76
25.94,408.41
16.59,247.19
25.65,512.27
36.16,656.29
17.52,374.74
38.61,801.82
22.71,487.8
15.36,214.69
21.33,394.6
16.74,331.65
29.16,515.78
22.91,422.2
35.17,713.57
33.32,658.41
26.71,566.21
29.02,486.88
30.22,611.59
21.77,425.26
18.48,364.45
24.41,474.08
17.37,314.24
22.87,441.87
28.82,556.58
28.5,522.64
18.02,363.78
15.21,321.16
17.22,259.54
15.9,324.73
25.01,457.7
24.74,458.69
21.04,474.55
20.39,288.48
24.91,485.41
17.16,402.91
20.36,373.84
25.14,544.41
17.37,357.66
36.02,625.45
31.9,665.03
24.58,468.54
18.76,367.88
19.85,386.16
18.0,367.42
19.0,469.37
25.56,508.96
21.14,399.88
37.11,730.51
39.02,720.95
32.28,584.54
35.22,730.86
21.38,357.22
31.63,607.27
16.45,278.68
39.01,764.57
31.76,561.96
22.92,468.15
34.33,712.48
15.39,348.98
24.41,491.1
37.39,753.67
21.58,406.26
31.7,631.2
24.0,485.2
24.81,551.24
33.65,673.7
37.76,630.06
19.17,368.29
21.92,470.82
27.19,491.65
30.35,580.98
26.69,487.71
35.14,679.41
34.2,703.32
25.13,500.19
16.02,344.33
19.86,430.43
27.17,623.03
38.19,798.31
29.19,624.08
28.26,511.24
33.1,641.57
18.81,370.15
18.67,392.17
23.63,544.1
39.87,836.07
36.9,709.85
32.0,669.35
24.78,524.7
28.87,592.57
22.59,414.3
31.86,579.49
25.47,505.55
18.01,364.49
20.38,412.62
30.22,668.48
32.36,623.69
17.4,402.41
35.21,714.09
35.61,667.6
33.08,615.1
32.09,575.08
20.8,397.48
37.99,698.22
21.71,463.31
19.56,353.76
30.96,598.67
24.1,468.76
38.33,791.8
26.51,518.14
19.09,315.26
38.94,762.34
27.89,540.0
27.96,475.53
24.65,515.11
35.9,706.88
22.19,521.82
15.34,269.65
27.43,423.39
38.15,762.32
21.83,393.61
21.66,400.03
33.45,675.16
34.39,579.2
25.89,565.03
35.84,664.61
19.3,389.3
24.18,459.16
25.11,536.77
22.82,471.54
20.44,326.83
23.45,428.28
15.45,346.43
32.58,670.11
32.1,656.17
26.26,584.43
23.07,429.62
25.85,535.96
38.41,768.39
30.09,579.64
33.28,676.84
20.74,409.63
17.37,255.68
17.08,422.52
26.8,515.67
32.92,701.65
34.35,600.38
33.01,640.94
37.82,747.53
16.3,327.08
36.38,758.64
31.52,602.52
19.39,403.89
32.06,681.97
27.79,565.49
23.98,495.12
21.2,435.5
26.6,538.5
20.98,421.23
17.07,233.35
36.15,779.39
29.82,554.73
24.09,529.39
26.17,515.72
36.62,768.62
23.0,512.97
24.5,444.75
34.15,675.03
20.01,396.56
31.48,587.71
25.86,509.87
27.5,543.7
34.67,697.97
39.83,851.55
35.79,766.3
19.01,444.13
20.61,352.55
25.25,450.75
32.98,625.29
27.73,598.5
37.55,723.05
16.22,317.9
21.46,445.89
20.48,311.06
33.6,657.99
26.62,521.06
15.38,299.54
34.34,734.95
24.05,389.0
21.51,379.34
19.57,395.87
38.65,801.71
38.55,835.71
16.91,391.44
20.82,396.8
31.15,549.78
31.76,637.59
25.44,506.09
29.21,625.36
32.57,701.0
38.76,756.62
33.13,616.77
17.76,403.96
32.95,623.38
16.69,288.55
27.56,492.59
28.17,504.49
34.46,813.81
15.29,309.53
36.87,716.72
31.6,551.64
15.78,289.99
19.0,475.9
15.99,287.15
34.15,688.02
19.27,365.1
16.14,386.59
18.45,357.75
28.99,637.49
27.39,499.05
21.16,435.1
38.57,670.03
36.37,731.9
22.86,474.66
26.86,526.91
27.92,614.94
33.9,658.05
25.7,540.19
28.66,605.17
25.31,452.84
34.07,751.69
28.9,601.07
35.69,712.52
16.34,358.01
37.61,694.45
35.48,675.23
35.46,734.57
18.51,312.67
21.59,431.16
39.51,915.2
38.76,824.06
20.66,413.58
25.82,453.15
18.9,413.56
21.57,437.38
19.62,429.69
17.02,346.4
29.49,606.26
21.02,417.85
39.81,877.8
27.89,566.74
23.98,493.16
37.83,742.25
30.52,539.98
18.18,443.46
27.45,529.47
26.03,549.56
34.13,742.66
32.34,639.78
24.27,561.02
26.74,503.28
27.97,461.8
25.56,473.11
17.69,370.92
37.64,757.21
31.81,661.76
26.74,510.99
29.24,465.43
20.33,417.91
28.26,583.6
33.65,689.89
28.34,551.26
27.02,548.06
26.56,533.86
34.04,683.76
33.83,711.68
33.75,598.31
21.15,409.86
30.45,633.88
34.47,651.1
29.05,573.33
34.47,621.75
36.36,642.72
19.35,292.02
22.66,459.08
30.03,569.28
22.24,453.32
38.53,839.21
19.85,381.61
23.92,498.79
39.86,730.42
19.73,338.11
26.22,405.72
22.84,383.81
35.24,662.44
22.6,431.87
19.04,347.41
38.33,750.45
22.94,475.85
33.54,631.29
22.26,435.19
19.46,398.08
35.06,668.08
16.39,307.12
23.3,485.75
34.5,773.77
27.8,586.2
32.24,583.73
16.67,294.41
33.75,618.09
19.3,406.91
35.22,744.42
29.1,493.79
33.48,666.0
20.32,378.17
24.89,468.9
35.05,687.13
37.77,739.82
20.66,374.68
34.83,714.67
17.71,314.93
25.64,495.39
38.47,746.09
38.63,835.77
22.42,428.98
19.82,495.3
18.74,403.52
27.02,461.43
17.3,292.03
23.92,439.75
15.43,380.77
21.48,485.77
37.51,841.54
26.17,524.38
16.84,317.75
31.17,575.0
38.89,825.32
26.59,476.22
30.61,627.24
37.99,740.29
25.48,551.78
31.61,622.7
26.02,555.58
39.05,777.61
27.6,542.92
37.14,771.96
27.68,619.31
31.71,665.98
24.65,546.5
37.94,688.94
31.17,658.71
15.5,339.81
15.39,316.24
31.9,605.24
17.86,380.23
32.9,724.92
23.05,453.84
28.47,554.74
19.36,357.0
21.16,546.64
25.92,524.48
31.64,585.03
18.89,356.02
22.03,404.41
20.17,381.33
36.57,765.96
31.2,727.82
26.71,531.27
38.67,711.9
33.4,585.88
38.31,792.24
29.94,617.28
18.45,351.95
31.89,600.47
20.04,315.29
23.65,472.4
27.74,560.19
18.93,302.35
15.52,255.81
23.18,495.21
35.61,650.22
15.38,267.72
17.74,386.73
35.17,786.15
22.65,477.9
38.46,801.14
24.51,496.04
34.92,647.78
21.47,438.31
16.55,341.14
37.04,814.61
38.18,740.18
32.7,673.04
34.25,723.52
15.18,289.86
33.85,629.35
26.8,548.23
26.32,528.79
28.5,542.75
21.78,408.94
32.41,743.81
22.39,406.27
28.97,578.53
18.42,431.95
31.88,579.12
19.74,324.33
19.26,361.79
15.61,254.92
18.04,358.98
20.81,498.85
20.56,324.41
23.19,477.13
16.36,316.38
38.38,741.02
17.98,351.65
32.55,659.16
28.38,555.56
28.82,615.6
17.64,316.99
21.08,452.51
34.5,661.4
26.59,516.51
26.43,619.81
28.65,560.05
25.85,494.04
35.15,705.35
33.72,738.42
22.93,560.92
35.3,727.37
27.97,612.48
30.69,690.13
36.65,704.75
26.9,582.6
33.91,734.67
30.7,628.62
25.67,529.53
34.73,735.12
17.63,366.08
29.53,539.61
16.16,292.38
18.9,371.75
29.97,666.49
22.69,459.5
21.56,350.41
38.9,779.52
24.15,399.99
29.12,553.36
28.36,489.68
16.55,333.42
31.86,686.82
27.82,516.06
24.54,457.44
16.65,384.83
22.33,438.5
37.1,713.16
19.34,417.93
20.48,423.16
20.13,365.82
37.27,772.15
32.5,549.94
37.05,738.71
37.84,734.95
38.2,724.41
27.14,476.34
26.91,553.59
35.72,775.08
23.3,445.92
15.56,259.17
23.29,440.64
32.91,718.04
18.09,321.98
34.62,733.77
35.39,632.63
17.52,327.72
17.45,370.43
19.97,385.54
23.91,537.28
28.32,596.4
27.14,559.31
36.33,717.07
18.56,401.16
32.44,650.16
28.72,588.11
33.42,645.74
23.55,542.42
26.78,595.63
15.71,255.22
17.9,291.75
24.37,457.62
27.03,574.25
17.14,238.86
35.62,713.02
38.65,744.37
29.91,517.03
16.34,310.73
33.47,675.55
20.43,380.15
33.34,728.37
25.86,513.96
16.34,328.36
21.97,481.01
25.68,468.91
33.41,638.97
18.33,361.85
22.18,410.67
17.09,267.33
30.4,606.47
26.86,543.95
38.23,752.34
33.51,721.28
34.45,695.38
