Age,Income,Credit_Score,Loan_Amount,Approved
39,13083,323,74205,0
24,103292,578,466612,0
57,162969,448,846944,0
45,31871,754,959167,1
40,198334,500,877331,0
49,53802,520,399982,0
41,79175,686,180087,1
29,172970,319,128891,0
44,112004,674,133738,1
60,137328,343,932327,0
49,59122,771,393440,1
21,178296,424,329483,0
44,131028,644,806906,0
53,105681,509,348902,0
33,61276,432,100089,0
62,192014,405,521945,0
40,23676,368,388289,0
27,79739,307,698596,0
47,140647,587,138442,0
56,153520,352,466439,0
62,172882,763,138011,1
52,35958,643,741530,0
39,155938,342,952159,0
61,157609,583,402049,0
57,62855,564,161320,0
29,110433,693,33076,1
45,35000,428,661178,0
24,30354,736,874849,1
48,135176,680,190483,1
30,61980,308,122289,0
29,128101,302,825475,0
28,126254,370,123767,0
36,91441,726,446885,1
25,151132,302,19301,0
55,23388,696,133541,0
34,86634,337,725084,0
53,87796,502,759296,0
30,97926,372,32774,0
22,12995,743,619365,0
42,175814,786,765077,1
54,19828,374,339403,0
23,180054,385,305518,0
54,164146,837,639248,1
61,60380,704,883502,1
21,117181,402,859013,0
26,109456,544,445323,0
32,118805,697,183389,1
28,68470,511,45678,0
56,83989,383,375012,0
31,39411,612,906303,0
54,140539,350,437039,0
47,136490,557,473316,0
23,166628,614,26350,0
22,32971,356,406180,0
49,80264,725,447380,1
45,80472,808,538719,1
62,67629,771,332832,1
29,22642,559,428458,0
48,136318,850,302771,1
49,52135,632,80793,0
45,125562,756,69462,1
63,90741,850,445468,1
65,50063,666,62238,1
35,197212,388,864582,0
54,185613,729,508585,1
36,101971,686,713866,1
64,134658,487,953705,0
55,173415,603,75286,0
65,71376,651,769266,1
38,62055,492,511180,0
36,198054,738,861281,1
28,59528,642,82359,0
33,199502,383,265113,0
57,52782,459,259541,0
64,142300,687,499550,1
52,79143,684,473392,1
21,190702,586,782287,0
41,31419,548,259144,0
29,195667,557,463929,0
39,25604,649,267982,0
23,67388,309,645716,0
31,39574,681,144498,1
33,25645,550,799998,0
31,198541,513,757213,0
52,128441,736,153922,1
32,63369,533,796001,0
52,37327,651,533197,1
30,153564,384,378053,0
23,39450,730,824698,1
61,29495,649,674332,0
57,83312,581,905483,0
44,95683,534,108893,0
37,160633,449,743783,0
50,155030,435,855916,0
23,131619,547,185138,0
54,89101,794,73396,1
52,74574,678,808991,1
44,99377,471,388039,0
47,72493,525,64995,0
65,87377,743,325592,1
26,128634,847,817568,1
30,93626,474,801828,0
39,95104,389,94002,0
25,183938,847,750854,1
55,90769,521,23414,0
59,126822,679,550473,1
40,26485,427,84031,0
22,103075,825,197519,1
46,88347,833,308406,1
55,101395,732,251285,1
29,63566,614,206246,0
45,84434,754,291068,1
58,101820,702,99084,1
43,21645,459,896184,0
28,171896,833,561577,1
21,75122,662,541897,1
48,86004,739,467406,1
23,156990,545,583812,0
25,94696,839,444208,1
39,196381,301,284998,0
22,149774,428,908706,0
63,40069,517,970926,0
31,112126,650,210333,0
24,71345,686,211836,1
60,181670,502,872581,0
63,130935,495,341558,0
32,102473,640,385282,0
57,98734,780,178163,1
45,39771,590,158242,0
47,196999,606,809398,0
54,104384,772,706830,1
60,120174,354,940268,0
23,38523,456,580450,0
40,30068,650,800826,0
24,169967,530,502548,0
32,170914,440,89740,0
57,82048,569,227525,0
28,40425,712,51619,1
50,42362,731,435015,1
34,78281,751,478090,1
32,10509,661,111031,0
23,176047,649,845263,0
59,60641,650,213884,0
37,99540,300,526773,0
51,61148,849,550898,1
63,193104,491,260811,0
45,133506,779,559012,1
39,101644,805,216315,1
47,187345,430,515332,0
61,26573,817,466579,0
61,31803,805,363055,1
61,35555,768,46574,1
63,108840,651,131742,1
25,153690,579,344938,0
26,125779,383,798105,0
58,170255,671,129673,1
64,117258,464,883995,0
41,31241,664,179032,1
49,46622,341,312265,0
44,123711,346,323281,0
25,190983,372,676365,0
56,78424,781,360914,1
58,159977,534,870311,0
57,55423,517,270407,0
42,64229,473,102828,0
50,161066,388,304596,0
61,96419,616,896888,0
52,128916,438,876578,0
43,150380,781,972816,1
35,107691,532,761448,0
33,153791,706,404958,1
23,137469,481,770945,0
24,166818,557,643419,0
58,108826,578,911821,0
44,12831,734,761626,0
37,119434,442,731439,0
51,41786,591,47691,0
36,122214,426,716720,0
33,32508,479,786982,0
29,116828,607,261118,0
51,160183,636,45593,0
43,176203,651,838083,1
64,46439,551,138257,0
48,159893,622,305744,0
24,56480,439,883451,0
55,169492,524,302745,0
24,111647,458,521748,0
48,186593,418,974159,0
65,22501,647,713435,0
43,13386,603,335261,0
41,107611,522,209847,0
34,186884,385,646156,0
36,133313,556,464036,0
60,29253,814,683121,0
55,99409,453,873741,0
45,108411,379,478147,0
60,32460,742,957884,1
26,50722,640,969216,0
43,181334,444,599270,0
42,41433,549,957249,0
40,173238,782,443054,1
21,82072,479,723838,0
62,81670,849,811358,1
45,58192,574,196619,0
49,111857,774,419328,1
52,115534,671,683247,1
55,163849,667,439915,1
25,71457,353,128579,0
58,46983,385,190549,0
52,28930,406,207367,0
31,68986,578,918964,0
31,12951,402,897675,0
25,146892,608,918657,0
35,158835,593,139264,0
50,83314,323,210623,0
51,143087,555,863995,0
45,49619,734,848170,1
37,148336,458,83537,0
43,82973,531,599902,0
58,15552,650,765083,0
44,158676,750,101055,1
43,21918,611,727627,0
55,118734,520,544585,0
27,40764,659,56218,1
42,181372,748,781250,1
51,149504,461,955354,0
38,123652,751,265905,1
40,125978,491,349768,0
46,57195,386,329427,0
53,136357,509,823389,0
30,172815,582,861966,0
43,33733,513,432433,0
46,86575,360,100641,0
34,32209,543,426220,0
25,109814,806,463596,1
34,110315,591,12792,0
60,124282,453,381762,0
59,112456,616,482455,0
52,149105,483,699486,0
21,59299,756,587529,1
59,111782,303,907074,0
43,98025,334,465904,0
37,190360,338,762639,0
60,46194,302,886007,0
38,179668,808,623652,1
50,152858,596,120897,0
22,43516,769,950631,1
56,13323,644,367328,0
47,135402,373,647216,0
30,170134,737,28385,1
26,137253,812,17809,1
41,143001,410,106057,0
27,166105,597,539818,0
23,22532,685,551643,0
27,10037,318,741648,0
37,110357,656,869996,1
27,78741,352,877094,0
49,171831,564,28515,0
55,113006,734,590753,1
24,43126,694,64393,1
37,129454,533,381630,0
27,28251,341,66585,0
33,92708,348,232344,0
21,94812,464,491931,0
26,33124,476,249238,0
57,111311,471,571939,0
23,97591,471,452529,0
25,104047,467,49339,0
61,137172,500,479308,0
53,197531,573,56717,0
54,50774,523,396494,0
29,39854,788,489381,1
31,14486,399,982529,0
31,88437,698,513714,1
52,84683,689,241996,1
22,58206,504,687231,0
42,126898,541,749942,0
35,109138,539,663815,0
64,180398,629,654832,0
44,33038,350,210267,0
50,114876,516,738494,0
45,88681,756,442768,1
40,71418,516,61491,0
57,88835,385,174278,0
56,41143,720,841045,1
26,82410,664,987557,1
48,71964,720,471083,1
58,28670,842,509662,0
65,153657,610,650581,0
46,25736,525,752522,0
55,156843,649,320022,0
53,192731,387,229318,0
44,48884,832,422350,1
28,40787,777,630628,1
33,102053,403,711344,0
56,33453,778,148008,1
62,182173,563,911561,0
24,93437,609,246721,0
35,12206,765,148077,0
44,60725,401,334001,0
31,127025,424,402906,0
45,117000,388,751288,0
44,108120,397,841366,0
36,147325,807,272329,1
46,153611,627,528524,0
27,50452,463,15784,0
55,123228,816,136848,1
49,86639,353,720450,0
25,144762,755,38258,1
50,20945,412,924108,0
37,155416,775,59503,1
44,129204,315,602899,0
58,61121,729,263751,1
42,185967,642,529884,0
37,32604,781,914020,1
48,148812,551,388491,0
37,84214,771,371513,1
43,159383,566,184346,0
37,91606,388,993087,0
30,47349,388,809942,0
60,149321,584,678712,0
30,195151,558,121882,0
46,134727,386,184644,0
32,177983,350,589123,0
25,146912,636,882097,0
55,65418,434,695682,0
50,46424,834,313407,1
54,111400,705,461739,1
60,24737,365,887644,0
37,38086,782,765539,1
26,106042,486,381929,0
61,17721,615,299855,0
49,175258,317,119038,0
27,130952,785,923865,1
46,102037,420,917996,0
34,154823,550,324359,0
28,93398,772,61001,1
45,102457,699,581974,1
54,22147,768,651493,0
36,136595,440,233056,0
23,90147,423,804906,0
45,74718,631,756211,0
21,78087,730,406467,1
56,60734,309,55256,0
41,176149,782,788700,1
44,121724,805,917810,1
45,44741,504,50932,0
52,53565,405,679016,0
56,165839,553,534726,0
22,48492,437,747144,0
48,134088,421,457625,0
26,54046,715,642267,1
51,133556,771,292400,1
35,147677,442,847445,0
64,180149,552,487086,0
45,21543,568,858600,0
25,84206,554,753207,0
65,102611,606,434742,0
47,189834,410,611515,0
53,184755,812,904441,1
26,199115,776,328313,1
42,86935,449,945785,0
24,88857,708,936832,1
29,38962,752,561294,1
23,160205,624,672320,0
40,135577,667,46018,1
48,78195,630,525261,0
29,127859,714,334432,1
35,26852,846,575606,0
41,21062,329,461987,0
32,76361,399,86085,0
29,74710,702,712808,1
26,123973,678,645637,1
61,185408,771,25247,1
48,106842,674,956006,1
26,101670,542,818431,0
40,70772,832,193924,1
34,113334,391,279539,0
45,99665,560,702646,0
36,185788,748,353912,1
47,58662,387,500463,0
51,154471,749,778159,1
37,133056,427,549953,0
58,181837,303,964896,0
41,120863,382,797750,0
33,27417,569,111690,0
59,41033,702,780084,1
65,100433,479,765250,0
51,109945,392,93379,0
62,145753,478,281680,0
49,105742,589,398687,0
33,19396,470,629018,0
21,62568,578,319095,0
59,152469,758,471072,1
33,194322,304,761661,0
39,11661,767,479106,0
56,47440,649,560620,0
48,138911,471,319190,0
47,105027,819,243396,1
33,158398,467,280081,0
28,116871,846,904280,1
43,148768,760,171826,1
61,155512,808,197744,1
33,62555,420,290688,0
39,59638,632,435050,0
23,186928,846,215605,1
22,126603,696,750661,1
41,197070,774,241197,1
25,84457,783,507997,1
52,10007,808,5767,0
31,84849,323,400038,0
54,174850,412,476293,0
30,152276,585,967765,0
25,26634,511,432709,0
41,32143,533,66570,0
41,33849,632,569975,0
39,158143,306,303546,0
50,195801,626,118741,0
64,179298,741,575463,1
62,179070,418,69085,0
64,96492,533,24864,0
43,172050,700,747049,1
26,69352,558,178795,0
37,71941,777,598943,1
36,118067,666,150266,1
57,12593,810,328365,0
50,48620,584,10787,0
56,14965,477,991692,0
54,29513,535,228842,0
33,106124,671,802904,1
61,140244,445,998077,0
32,69817,546,544522,0
33,195624,416,530945,0
58,199310,313,54715,0
50,116848,630,148280,0
25,151186,498,96941,0
35,120636,672,667524,1
52,149355,430,188237,0
45,120521,479,819030,0
54,96255,387,241004,0
28,142766,486,265497,0
62,198591,769,855879,1
62,36015,484,181294,0
33,192499,684,36208,1
62,25846,546,617187,0
38,90808,572,384147,0
54,140872,726,644840,1
32,34195,657,571849,1
23,33704,545,155879,0
50,191979,626,733391,0
27,88606,364,655460,0
28,99684,801,215828,1
52,137477,320,304305,0
33,74449,809,928864,1
52,32254,637,675068,0
47,142894,521,540024,0
48,176648,849,495635,1
44,159594,573,96782,0
41,163334,699,846816,1
52,156497,337,525754,0
33,81773,677,211761,1
53,139291,543,790896,0
59,160525,625,370219,0
31,121532,336,967061,0
60,194280,462,328758,0
25,177881,767,347030,1
32,181600,470,413544,0
59,82929,584,10962,0
65,22086,325,12230,0
42,16642,630,223184,0
62,186152,554,908575,0
37,73615,444,557749,0
30,183724,523,152687,0
48,197172,622,79972,0
48,84810,415,470742,0
45,60075,626,466722,0
65,25263,455,546024,0
65,27720,612,457507,0
61,10170,379,109211,0
35,81453,505,781031,0
28,165077,571,339809,0
22,198947,419,387873,0
53,172493,419,296285,0
49,31381,829,67620,1
22,178561,546,626497,0
41,44947,845,856433,1
32,150267,795,997896,1
65,22058,671,179836,0
58,123593,537,788320,0
56,170398,424,706416,0
45,60075,750,452040,1
53,91414,629,943297,0
55,122369,764,604474,1
50,60494,427,794489,0
59,39874,543,859769,0
61,142845,516,827783,0
39,144632,543,259392,0
38,79367,378,114547,0
45,12199,590,523243,0
30,142483,653,283865,1
33,54938,502,484799,0
32,80941,789,144814,1
35,40141,382,898301,0
25,39818,308,776940,0
53,79338,533,542273,0
49,92340,581,255403,0
49,194970,528,235991,0
28,75018,518,629615,0
33,26669,660,374123,0
37,181971,444,750817,0
58,74984,610,21155,0
47,87303,644,94178,0
57,132561,831,555971,1
48,130131,420,927994,0
35,14729,373,404571,0
33,115788,830,644789,1
43,37443,711,24466,1
34,117844,442,384360,0
58,131368,442,876992,0
41,136898,558,789564,0
33,114017,312,522144,0
22,114319,615,517529,0
42,151671,533,199254,0
50,154405,767,621409,1
59,146811,584,692972,0
62,188781,679,890453,1
43,84736,719,387446,1
37,59152,321,434748,0
24,24180,407,288625,0
22,121287,428,287244,0
27,94058,586,830782,0
52,127448,636,13303,0
50,32696,699,148759,1
54,46684,656,354781,1
21,157735,700,509674,1
64,154619,809,449390,1
52,199156,708,669668,1
62,122052,735,109271,1
57,109824,474,683130,0
59,113364,814,975134,1
43,180967,810,916492,1
23,110071,737,498128,1
22,95883,519,458585,0
47,86238,846,440033,1
31,41529,561,849994,0
63,19093,409,634187,0
55,173426,483,879611,0
34,67911,430,151736,0
21,152661,535,677201,0
56,159748,566,494614,0
56,151228,313,68830,0
32,179496,800,777215,1
59,53721,649,549415,0
31,38469,466,396496,0
64,145346,672,800538,1
55,120079,310,688224,0
29,34943,599,491889,0
38,89707,492,88018,0
27,83409,472,128013,0
55,57429,679,234343,1
29,27574,308,496883,0
31,148316,744,893786,1
36,104201,458,368688,0
32,77916,604,649431,0
27,142324,629,398040,0
64,89830,560,502125,0
35,114922,754,47015,1
50,107066,498,424931,0
49,94971,658,776804,1
34,98459,314,863875,0
23,137436,474,687776,0
65,11314,802,254835,0
63,146275,720,399175,1
38,172032,811,804198,1
62,180443,666,796700,1
52,169380,652,381430,1
37,50407,567,746613,0
57,195774,742,677292,1
24,197281,732,297287,1
35,141458,522,248699,0
27,51265,397,609766,0
50,171427,544,544794,0
47,185712,677,984503,1
47,21403,550,185111,0
52,16912,674,260954,0
53,116818,701,749610,1
58,15850,622,394222,0
55,168420,516,791727,0
38,60755,660,531056,1
51,75357,714,635207,1
63,65965,325,930062,0
26,12266,768,503447,0
26,156517,717,739394,1
43,199592,657,944630,1
40,162922,444,300586,0
22,150741,713,589011,1
64,22906,771,647315,0
35,83112,643,721930,0
29,195240,369,119680,0
59,197892,690,937495,1
45,53714,748,702209,1
30,105659,530,467442,0
33,46508,671,176564,1
55,109735,386,749623,0
43,109629,683,672975,1
44,83501,602,638018,0
24,155597,739,106281,1
61,105074,433,30089,0
50,181066,640,683389,0
45,69066,817,107905,1
28,121930,846,608540,1
63,134727,321,724992,0
55,195868,359,797942,0
42,114505,831,446765,1
47,51223,337,64058,0
41,183300,594,714732,0
45,69127,372,333156,0
38,131713,549,764534,0
55,185414,411,911813,0
65,127281,353,466126,0
39,100072,459,505363,0
31,113844,522,605361,0
56,67046,561,627102,0
50,114697,690,855298,1
42,179492,811,312977,1
29,130797,504,103716,0
39,64042,516,21664,0
43,117922,776,354053,1
33,193578,789,551078,1
41,73083,778,767611,1
33,81432,625,299481,0
21,150475,385,594210,0
56,45219,380,803657,0
38,104276,538,274760,0
55,119806,577,695492,0
63,156932,814,614961,1
59,78723,348,55473,0
28,185490,673,287721,1
27,34573,804,98854,1
23,150140,679,142150,1
44,50249,427,575831,0
47,54079,553,598135,0
29,160973,354,294921,0
52,60384,755,765792,1
37,67526,839,904131,1
54,53384,539,758969,0
24,68906,603,544866,0
21,34639,800,245669,1
25,153040,583,259906,0
62,188429,597,442205,0
24,154854,527,402619,0
54,163231,627,314831,0
57,141952,737,30169,1
58,198666,804,160344,1
61,32317,529,215119,0
50,135018,527,706737,0
28,174314,352,673083,0
53,57425,589,264945,0
25,179771,381,889986,0
51,110884,681,792301,1
39,99887,682,28223,1
56,28184,490,359676,0
64,140105,309,912369,0
38,95698,829,586463,1
61,126267,600,804062,0
62,34857,344,760457,0
33,147324,309,616603,0
47,51065,848,911869,1
41,194474,659,181852,1
47,16232,540,68763,0
54,65813,398,440704,0
41,77214,597,912562,0
33,186553,737,813897,1
37,105644,580,647812,0
33,152645,847,97518,1
37,165649,808,522195,1
44,115547,702,427299,1
32,40247,348,990917,0
28,115530,501,133649,0
42,135553,767,940098,1
54,135132,686,905512,1
53,177558,517,978253,0
34,110586,609,161294,0
34,116637,745,83365,1
25,79887,850,255886,1
60,47290,771,132559,1
52,170547,577,760896,0
43,170681,331,71882,0
36,198607,678,321883,1
31,147896,553,595660,0
21,39318,341,429107,0
47,164272,832,915343,1
51,130192,701,915495,1
43,103401,715,366854,1
64,35048,419,473895,0
51,81615,813,939696,1
48,42296,644,777614,0
27,56776,597,185034,0
34,176821,522,116687,0
39,119324,644,22615,0
40,158164,586,882419,0
39,191677,478,165188,0
27,11351,592,751855,0
56,87563,456,440274,0
37,33239,559,9227,0
41,90774,525,462859,0
34,106920,744,517623,1
45,176921,774,156574,1
54,180943,407,119331,0
37,101271,575,346914,0
21,175461,442,52723,0
39,90029,320,488904,0
50,45585,646,101605,0
47,41052,364,76938,0
65,13929,308,787937,0
56,55698,351,955539,0
52,31078,603,125716,0
64,130968,332,656551,0
33,25965,485,336890,0
57,13119,771,97212,0
45,144532,506,775068,0
27,149147,589,464368,0
32,129130,810,491256,1
29,187090,321,334267,0
42,26222,434,691175,0
21,37836,397,331783,0
58,70792,487,230305,0
54,36460,783,990429,1
22,54232,371,223002,0
47,170517,581,53696,0
42,138298,363,714903,0
47,106584,550,199550,0
26,156301,652,254438,1
65,45375,764,686267,1
47,198821,505,5405,0
42,10486,529,738451,0
26,90862,795,877016,1
63,113336,426,50458,0
31,164641,786,137387,1
21,154464,656,125745,1
26,92951,429,224825,0
31,19916,333,811226,0
49,176646,661,252758,1
59,127488,775,397883,1
52,25245,472,875693,0
54,150580,692,286562,1
64,15962,702,610563,0
54,55105,626,76108,0
21,66716,686,25724,1
23,116219,679,339992,1
21,24448,845,123393,0
44,167170,614,201952,0
26,58180,823,725755,1
26,45577,375,598554,0
56,110172,346,350819,0
52,30319,466,416283,0
63,107756,343,390078,0
21,132333,362,384823,0
60,24025,431,411115,0
33,126715,440,610155,0
34,11199,631,554840,0
55,162645,416,734468,0
54,11694,450,293214,0
44,160479,685,931384,1
43,89185,369,129467,0
65,94064,522,551999,0
39,178103,732,325434,1
33,166777,410,675292,0
50,50216,755,147267,1
39,126535,612,480370,0
54,22363,796,225124,0
62,180696,340,295209,0
23,54889,645,614985,0
40,157825,460,730613,0
36,139853,787,50756,1
30,165925,531,756354,0
61,197381,393,721626,0
39,159387,675,718076,1
46,183548,352,396174,0
57,82010,830,280126,1
56,94068,824,426967,1
35,88969,565,552868,0
43,108000,754,287206,1
53,102619,597,92858,0
28,140757,665,890872,1
59,86630,771,156271,1
48,91949,400,767310,0
62,26210,730,404984,0
46,168465,440,361427,0
57,112394,697,873485,1
29,120518,551,850966,0
22,57317,830,267563,1
34,44527,423,449610,0
42,86923,782,89807,1
47,102615,303,352134,0
59,194072,313,391916,0
35,114392,363,678035,0
38,144640,406,740234,0
54,63050,589,740199,0
44,18409,572,238375,0
37,73020,383,940131,0
28,48408,815,589614,1
26,169714,500,239659,0
25,162043,692,985604,1
30,77567,710,160997,1
51,190791,538,387479,0
63,138992,574,594162,0
21,143101,731,458602,1
38,188152,465,907624,0
25,166307,763,60293,1
57,144403,714,859843,1
43,124437,708,530514,1
44,61697,374,750190,0
27,83649,724,638899,1
32,111754,790,637950,1
24,79821,521,739301,0
28,59027,720,389425,1
33,27837,431,16947,0
34,84245,427,977681,0
51,157240,621,321813,0
26,29189,385,333069,0
53,180970,337,283484,0
50,175195,560,969920,0
51,22966,393,47687,0
51,174936,320,554163,0
62,159117,531,739074,0
39,90185,831,920729,1
61,64706,472,438877,0
55,40343,300,577652,0
51,64175,371,690041,0
43,37783,361,943806,0
30,18341,705,891810,0
48,119799,671,384976,1
50,199890,719,628830,1
25,59647,416,913703,0
64,53373,610,70262,0
39,58782,394,488396,0
65,65800,782,8327,1
42,72293,827,293609,1
53,92730,420,527567,0
54,74072,745,597573,1
49,39598,500,722693,0
44,124042,371,512775,0
37,178286,350,448625,0
36,147134,538,421118,0
62,193830,605,934719,0
37,83173,442,878823,0
24,157785,596,651849,0
63,90688,336,692533,0
49,130065,606,417376,0
51,11198,549,873888,0
58,139048,790,904399,1
40,139924,603,404716,0
52,173540,553,564466,0
42,92334,525,420629,0
54,196181,311,690129,0
24,12965,365,560495,0
22,81303,695,208811,1
24,184823,416,504543,0
27,123120,300,651122,0
41,74294,397,632072,0
31,73033,449,435009,0
49,165639,408,384518,0
56,189411,365,630422,0
53,111363,654,820306,1
29,44088,394,53460,0
61,155118,751,763637,1
33,47586,447,864540,0
28,18477,460,631288,0
60,72877,757,947131,1
38,82541,703,143315,1
23,43169,347,87394,0
26,92764,355,449080,0
59,128321,602,916272,0
54,136119,459,521130,0
50,13133,544,521336,0
62,53507,543,260774,0
47,154651,743,874872,1
57,75454,564,308913,0
30,130233,614,979616,0
30,31541,364,526335,0
37,19266,725,543920,0
21,78584,759,414376,1
29,123750,840,204305,1
46,185731,361,747450,0
59,194804,749,388301,1
64,123449,703,310602,1
31,74756,763,615513,1
63,33953,824,989556,1
23,169705,428,781668,0
65,184741,417,161742,0
57,86784,777,783531,1
22,60555,567,206762,0
32,53169,302,651071,0
50,56102,781,636798,1
53,92359,343,127445,0
24,76273,802,978126,1
46,166832,378,22856,0
54,173192,670,5648,1
46,163514,402,495324,0
32,56463,349,543510,0
59,56526,432,408913,0
30,53910,586,897741,0
23,22876,427,724282,0
41,66566,727,837218,1
36,20119,507,472276,0
46,113713,308,222425,0
31,17771,583,149280,0
47,27801,536,203119,0
46,23793,687,687782,0
38,144785,723,305633,1
55,117692,741,793385,1
50,127087,340,467064,0
64,199848,393,800356,0
41,18179,717,481395,0
34,197279,342,685182,0
44,192033,384,964996,0
30,47111,351,497459,0
26,30972,752,194579,1
56,41255,507,480905,0
43,45837,482,499837,0
55,116991,379,231631,0
50,85374,593,695666,0
32,25798,347,174736,0
40,54345,560,743240,0
34,51217,412,371046,0
40,132705,643,389183,0
55,164698,661,903834,1
39,118270,376,917006,0
22,105996,673,204694,1
51,170538,301,870255,0
58,197371,691,294770,1
44,112616,735,653932,1
63,111244,825,778198,1
43,180570,564,390009,0
33,64667,333,565387,0
26,132754,397,143362,0
31,58508,822,858375,1
30,195183,433,156272,0
45,174928,673,91686,1
34,160035,757,123860,1
44,28211,524,224380,0
39,183681,653,924625,1
23,23653,829,904333,0
31,25733,709,904249,0
61,163172,819,708088,1
27,178208,518,563810,0
44,12819,312,118806,0
54,88293,639,211415,0
32,134662,665,976362,1
48,191950,457,545251,0
40,177382,814,175620,1
22,151970,455,513459,0
28,117878,824,61165,1
46,98710,349,429364,0
57,171377,430,350331,0
63,17677,827,782363,0
28,115686,680,150784,1
32,143383,724,302714,1
41,133050,437,191627,0
46,156399,412,5981,0
54,21461,351,544744,0
60,195316,837,144655,1
64,52142,829,258767,1
23,11694,335,724824,0
52,121384,489,563256,0
23,26693,334,163042,0
62,151121,467,277657,0
48,184986,782,976315,1
56,16757,442,452447,0
63,65290,384,211891,0
49,27328,829,983787,0
38,191800,816,331272,1
33,154389,398,907511,0
60,87373,757,759124,1
40,46496,563,446495,0
55,39009,729,351160,1
51,97579,489,565194,0
42,20239,846,814617,0
34,12463,497,625145,0
39,41009,532,163422,0
41,64637,641,234331,0
48,145071,393,508530,0
46,56280,651,859628,1
63,171616,579,940588,0
53,150519,687,693407,1
50,133057,849,450192,1
26,100561,748,773076,1
22,126857,613,361382,0
22,114155,763,117878,1
24,74853,435,587967,0
32,31781,372,613077,0
59,106051,669,989396,1
25,93059,759,617554,1
40,68070,425,452370,0
25,108565,510,132741,0
62,151950,804,405401,1
48,141898,783,347007,1
40,74862,594,336023,0
36,30648,447,796919,0
52,115011,510,92765,0
26,151447,778,896766,1
22,19915,498,125757,0
34,58335,404,462017,0
55,134810,749,446961,1
63,159919,700,207458,1
21,16522,829,617097,0
40,174334,458,399685,0
31,190072,763,988567,1
64,81563,710,886198,1
32,88938,604,418213,0
27,159098,428,189219,0
38,152503,553,650390,0
44,92324,744,986341,1
28,174696,654,456694,1
54,13110,706,102951,0
57,189724,326,650894,0
43,41781,735,47704,1
56,148192,475,382692,0
52,13040,780,764995,0
27,175685,838,189550,1
22,27504,300,233672,0
49,65568,309,724277,0
31,168189,836,764031,1
30,58455,321,356460,0
32,161190,746,732291,1
26,99354,375,113581,0
29,145830,625,38099,0
60,99729,598,85263,0
49,187736,406,825410,0
52,75131,828,628795,1
65,175381,432,192574,0
44,110718,783,941459,1
40,175840,687,385363,1
31,35728,373,298501,0
37,194261,483,951981,0
56,110085,395,811377,0
65,173205,570,120788,0
35,147291,761,800702,1
56,164304,571,533885,0
40,65023,318,589614,0
40,90696,636,719901,0
29,25633,343,130497,0
35,110297,664,375718,1
55,85755,357,854916,0
55,155137,543,160643,0
36,170938,539,955179,0
58,84959,530,976481,0
46,60024,649,209318,0
28,58729,580,842239,0
56,46421,650,706967,0
26,23495,711,155064,0
47,78358,796,526676,1
26,76305,744,771258,1
45,146347,406,611188,0
59,39703,804,25897,1
34,156512,361,471687,0
58,34925,780,380050,1
43,121834,311,329786,0
21,54174,601,988249,0
52,68980,458,481098,0
41,82150,697,652819,1
42,138314,641,696292,0
56,159882,829,100356,1
30,173563,476,494683,0
45,125542,484,636581,0
22,102010,763,188597,1
42,195167,608,581128,0
48,123907,351,447719,0
32,144648,832,431118,1
33,156452,521,361412,0
51,37293,571,270899,0
60,31772,814,703958,1
38,179021,642,948484,0
26,135125,800,691480,1
55,125417,806,995546,1
56,59144,660,300091,1
65,74129,801,595665,1
50,52869,695,908139,1
65,104921,360,125296,0
31,165690,559,457761,0
59,155364,627,468844,0
45,19272,738,437951,0
56,123600,351,39640,0
30,136077,775,155057,1
42,26266,605,983644,0
46,181862,728,103588,1
32,125215,388,384840,0
41,104038,390,795295,0
24,190570,526,464615,0
30,53724,437,926821,0
61,82381,475,503454,0
41,119482,651,106019,1
21,86641,542,480187,0
39,52916,577,270111,0
59,70171,320,841456,0
35,191463,622,139110,0
54,174254,752,683798,1
56,167497,505,7857,0
61,45519,363,908291,0
44,28915,758,131929,0
52,85698,813,939822,1
32,66498,827,614912,1
49,183954,369,891873,0
53,151392,630,612563,0
40,75038,328,679254,0
35,171410,407,907128,0
41,10409,606,498451,0
36,78934,769,362699,1
65,69024,498,602069,0
22,143936,766,54032,1
55,172935,658,997347,1
51,35261,845,182657,1
58,68340,575,21908,0
62,27341,334,762509,0
62,157061,502,426793,0
22,58010,764,480124,1
24,101710,317,357090,0
51,23811,645,949497,0
37,90078,810,270279,1
32,77792,779,423259,1
56,22925,543,716289,0
48,65738,521,728863,0
59,60511,415,880483,0
30,183297,480,704305,0
38,140414,407,786722,0
44,31726,771,222502,1
52,147853,458,272207,0
53,124162,794,662883,1
29,187147,303,133472,0
21,17458,302,469219,0
32,146018,324,307087,0
58,36001,354,664095,0
62,91093,362,524667,0
28,159745,505,432273,0
55,147990,304,343806,0
31,183160,543,913250,0
61,44573,648,421485,0
57,170784,379,485329,0
36,82762,398,233736,0
30,15421,488,597115,0
44,52961,370,388133,0
44,25957,734,524555,0
53,150123,334,647046,0
40,60323,407,41336,0
44,166909,486,775338,0
64,187476,396,801705,0
49,191680,644,763691,0
36,29618,693,779009,0
65,30798,767,773892,1
50,183325,516,940752,0
58,61168,406,799390,0
28,102489,469,974904,0
40,129568,326,857239,0
59,124888,568,100568,0
32,54653,636,57467,0
57,10097,487,20188,0
61,39553,785,479159,1
55,187044,846,31616,1
50,81727,843,134342,1
50,128723,645,838986,0
65,186244,323,940075,0
23,79375,798,103939,1
49,169165,464,658582,0
